Requirement Text,Type
The solution should include documented procedures for product installation  start-up possibly and possibly connection.,NFR
The solution should include documentation that describes the steps needed to confirm that the system installation was properly completed and that the system is operational.,NFR
The solution should conform to function IN.1.5 (Non- Repudiation)  to guarantee that the sources and receivers of data cannot deny that they entered or sent or received the data.,FR
The solution should conform to function IN.1.6 (Secure Data Exchange)  to ensure that the data are protected.,FR
The solution should conform to function IN.1.7 (Secure Data Routing)  to ensure that the exchange occurs only among authorized senders and receivers.,FR
The solution should conform to function IN.1.8 (Information Attestation)  to show authorship and responsibility for the data.,FR
The solution should conform to function IN.1.9 (Patient Privacy and Confidentiality).,NFR
The solution should conform to function IN.2.1 (Data Retention  Availability and Destruction).,NFR
The solution should conform to function IN.2.3 (Synchronization).,NFR
The solution should conform to function IN.2.4 (Extraction of Health Record Information)  to support data extraction across the complete health record of an individual.,NFR
The solution should conform to function IN.2.5.1 (Manage Unstructured Health Record Information)  to ensure data integrity through all changes.,FR
The solution should conform to function IN.2.5.2 (Manage Structured Health Record Information)  to ensure data integrity through all changes.,FR
The solution should conform to function IN.3 (Registry and Directory Services).,NFR
The solution should conform to function IN.4.1 (Standard Terminologies and Terminology Models)  to support semantic interoperability.,NFR
The solution should conform to function IN.4.2 (Maintenance and Versioning of Standard Terminologies)  to preserve the semantics of coded data over time.,NFR
The solution should conform to function IN.4.3 (Terminology Mapping).,NFR
The solution should conform to function IN.5.1 (Interchange Standards)  to support interoperability.,NFR
The solution should conform to function IN.5.2 (Interchange Standards Versioning and Maintenance)  to accommodate the inevitable evolution of interchange standards.,NFR
The solution should conform to function IN.5.3 (Standards-based Application Integration).,NFR
The solution should conform to function IN.5.4 (Interchange Agreements)  to define how the sender and receiver will exchange data.,NFR
The solution should conform to function IN.6 (Business Rules Management).,NFR
The solution should conform to function IN.7 (Workflow Management).,NFR
The solution should conform to function S.2.2.1 (Health Record Output).,NFR
Record Management,NFR
Identify and Maintain a Patient Record,NFR
The solution should create a single logical record for each patient.,NFR
The solution should provide the ability to create a record for a patient when the identity of the patient is unknown.,NFR
The solution should provide the ability to store more than one identifier for each patient record.,NFR
The solution should associate key identifier information (e.g.  solution ID  medical record number) with each patient record.,NFR
The solution should provide the ability to uniquely identify a patient and tie the record to a single patient.,NFR
The solution should provide the ability  through a controlled method  to merge or link dispersed information for an individual patient upon recognizing the identity of the patient.,NFR
If health information has been mistakenly associated with a patient  then the solution should provide the ability to mark the information as erroneous in the record of the patient in which it was mistakenly associated and represent that information as erroneous in all outputs containing that information.,NFR
If health information has been mistakenly associated with a patient  THEN the solution should provide the ability to associate it with the correct patient.,NFR
The solution should provide the ability to retrieve parts of a patient record using a primary identifier  secondary identifiers  or other information which are not identifiers  but could be used to help identify the patient.,NFR
The solution should provide the ability to obsolete  inactivate  nullify  destroy and archive a patient's record in accordance with local policies and procedures  as well as applicable laws and regulations.,NFR
If related patients register with any identical data  then the solution should provide the ability to propagate that data to all their records.,NFR
Manage Patient Demographics,NFR
The solution should capture demographic information as part of the patient record.,NFR
The solution should store and retrieve demographic information as discrete data.,NFR
The solution should provide the ability to retrieve demographic data as part of the patient record.,NFR
The solution should provide the ability to update demographic data.,NFR
The solution should provide the ability to report demographic data.,NFR
The solution should store historical values of demographic data over time.,NFR
The solution should present a set of patient identifying information at each interaction with the patient record.,NFR
The solution should conform to function IN.1.4 (Patient Access Management).,NFR
Data and Documentation from External Sources,NFR
Capture Data and Documentation from External Clinical Sources,NFR
The solution should provide the ability to capture external data and documentation.,NFR
If lab results are received through an electronic interface  then the solution should receive and store the data elements into the patient record.,NFR
If lab results are received through an electronic interface  then the solution should display them upon request.,NFR
The solution should provide the ability to receive  store and display scanned documents as images.,NFR
The solution should provide the ability to store imaged documents or reference the imaged documents via links to imaging solutions.,NFR
The solution should provide the ability to receive  store and present text-based externally-sourced documents and reports.,NFR
The solution should provide the ability to receive  store and display clinical result images (such as radiologic images) received from an external source.,NFR
The solution should provide the ability to receive  store and display other forms of clinical results (such as wave files of EKG tracings) received from an external source.,NFR
The solution should provide the ability to receive  store and present medication details from an external source.,NFR
The solution should provide the ability to receive  store and present structured text-based reports received from an external source.,NFR
The solution should provide the ability to receive  store and present standards-based structured  codified data received from an external source.,NFR
Capture Patient-Originated Data,NFR
The solution should capture and explicitly label patient-originated data.,NFR
If the solution provides the ability for direct entry by the patient  then the solution should explicitly label the data as patient entered.,FR
The solution should capture and label the source of clinical data provided on behalf of the patient.,NFR
The solution should present patient-originated data for use by care providers.,FR
The solution should provide the ability for a provider to verify the accuracy of patient-originated data for inclusion in the patient record.,NFR
The solution should provide the ability to view or comment  but not alter  patient-originated data.,FR
Capture Patient Health Data Derived from Administrative and Financial Data and Documentation,NFR
The solution should provide the ability to capture and label patient health data derived from administrative or financial data.,NFR
The solution should provide the ability to capture and link data about the source of patient health data derived from administrative and financial data with that patient data.,NFR
The solution should provide the ability to present labeled patient health information derived from administrative or financial data and the source of that data for use by authorized users.,NFR
The solution should provide the ability to view or comment on patient health information derived from administrative or financial data.,NFR
The solution should provide the ability to request correction of the administrative or financial data.,NFR
Produce a Summary Record of Care,NFR
The solution should present summarized views and reports of the patientÃ¢ÂÂs comprehensive EMR.,NFR
The solution should include at least the following in the summary: problem list  medication list  allergy and adverse reaction list.,NFR
The solution should conform to function S.3.3.6 (Health Service Reports at the Conclusion of an Episode of Care).,NFR
Present Ad Hoc Views of the Health Record,FR
The solution should provide the ability to create views that prohibit patients from accessing certain information according to organizational policy  scope of practice  and jurisdictional law.,FR
The solution should provide the ability to create customized views of summarized information based on sort and filter controls for date or date range  problem  or other clinical parameters.,NFR
The solution should provide the ability to access summarized information through customized views based on prioritization of chronology  problem  or other pertinent clinical parameters.,NFR
Patient History,NFR
The solution should provide the ability to capture  update and present current patient history including pertinent positive and negative elements.,NFR
The solution should provide the ability to capture and present previous external patient histories,NFR
The solution should provide the ability to capture the relationship between patient and others.,NFR
The solution should capture the complaint  presenting problem or other reason(s) for the visit or encounter.,NFR
The solution should capture the reason for visit or encounter from the patient's perspective.,NFR
Preferences  Directives  Consents  and Authorizations,NFR
The solution should to function IN.2.2 (Auditable Records).,NFR
Manage Patient and Family Preferences,NFR
The solution should provide the ability to capture  present  maintain and make available for clinical decisions patient preferences such as language  religion  spiritual practices and culture.,NFR
The solution should provide the ability to capture  present  maintain and make available for clinical decisions family preferences such as language  religion  spiritual practices and culture.,NFR
The solution should conform to function DC.2.1.4 (Support for Patient and Family Preferences)  and incorporate patient and family preferences into decision support solutions.,NFR
Manage Patient Advance Directives,NFR
The solution should provide the ability to indicate that advance directives exist for the patient.,NFR
"The solution should provide the ability to indicate the type of advance directives completed for the patient such as living will  durable power of attorney  preferred interventions for known conditions  or the existence of a ""Do Not Resuscitate orderÃ¢Â?.",NFR
The solution should provide the ability to capture  present  maintain and make available for clinical decisions patient advance directives documents and Ã¢ÂÂDo Not ResuscitateÃ¢Â? orders.,NFR
The solution should conform to function DC.1.1.3.1 (Capture Data and Documentation from External Clinical Sources) and capture scanned patient advance directive documents and Ã¢ÂÂDo Not ResuscitateÃ¢Â? orders.,NFR
The solution should provide the ability to indicate when advanced directives were last reviewed.,NFR
The solution should provide the ability to indicate the name and relationship of the party completing the advance directive for the patient.,NFR
The solution should time and date stamp advance directives.,NFR
The solution should provide the ability to document the location and or source of any legal documentation regarding advance directives.,FR
The solution should conform to function DC.2.1.4 (Support for Patient and Family Preferences).,NFR
Manage Consents & Authorizations,NFR
The solution should provide the ability to indicate that a patient has completed applicable consents and authorizations.,NFR
The solution should provide the ability to indicate that a patient has withdrawn applicable consents and authorizations.,NFR
The solution should conform to function DC.1.1.3.1 (Capture Data and Documentation from External Clinical Sources) and capture scanned paper consent and authorization documents.,NFR
The solution should provide the ability to view and complete consent and authorization forms on-line.,NFR
The solution should provide the ability to generate printable consent and authorization forms.,NFR
The solution should display the authorizations associated with a specific clinical activity  such as treatment or surgery  along with that event in the patient's electronic chart.,FR
The solution should provide the ability to display consents and authorizations chronologically.,FR
The solution should provide the ability to document an assent for patients legally unable to consent.,NFR
The solution should provide the ability to document the source of each consent  such as the patient or the patientÃ¢ÂÂs personal representative if the patient is legally unable to provide it.,NFR
The solution should provide the ability to document the patientÃ¢ÂÂs personal representativeÃ¢ÂÂs level of authority to make decisions on behalf of the patient.,NFR
Summary Lists,NFR
Manage Allergy  Intolerance  and Adverse Reaction List,NFR
The solution should provide the ability to capture true allergy  intolerance  and adverse reaction to drug  dietary or environmental triggers as unique  discrete entries.,NFR
The solution should provide the ability to capture the reason for entry of the allergy  intolerance or adverse reaction.,NFR
The solution should provide the ability to capture the reaction type.,NFR
The solution should provide the ability to capture the severity of a reaction.,NFR
The solution should provide the ability to capture a report of No Known Allergies (NKA) for the patient.,NFR
The solution should provide the ability to capture a report of No Known Drug Allergies (NKDA) for the patient.,NFR
The solution should provide the ability to capture the source of allergy  intolerance  and adverse reaction information.,NFR
The solution should provide the ability to deactivate an item on the list.,NFR
The solution should provide the ability to capture the reason for deactivation of an item on the list.,NFR
The solution should present allergies  intolerances and adverse reactions that have been deactivated.,NFR
The solution should provide the ability to display user defined sort order of list.,FR
The solution should provide the ability to indicate that the list of medications and other agents has been reviewed.,NFR
The solution should provide the ability to capture and display the date on which allergy information was entered.,NFR
The solution should provide the ability to capture and display the approximate date of the allergy occurrence.,NFR
Manage Medication List,NFR
The solution should provide the ability to capture patient specific medication lists.,NFR
The solution should display and report patient-specific medication lists.,NFR
The solution should provide the ability to capture the details of the medication such as ordering date  dose  route  and SIG (description of the prescription  such as the quantity) when known.,NFR
The solution should provide the ability to capture other dates associated with medications such as start and end dates.,NFR
The solution should provide the ability to capture medications not reported on existing medication lists or medication histories.,NFR
The solution should provide the ability to capture nonprescription medications including over the counter and complementary medications such as vitamins  herbs and supplements.,NFR
The solution should present the current medication lists associated with a patient.,NFR
The solution should present the medication history associated with a patient.,NFR
The solution should present the medication  prescriber  and medication ordering dates when known.,NFR
The solution should provide the ability to mark a medication as erroneously captured and excluded from the presentation of current medications.,NFR
The solution should provide the ability to print a current medication list for patient use.,NFR
The solution should provide the ability to capture information regarding the filling of prescriptions (dispensation of medications by pharmacies or other providers).,NFR
Manage Problem List,NFR
The solution should capture  display and report all active problems associated with a patient.,NFR
The solution should capture  display and report a history of all problems associated with a patient.,NFR
The solution should provide the ability to capture onset date of problem.,NFR
The solution should provide the ability to capture the chronicity (chronic  acute or self-limiting  etc.) of a problem.,NFR
The solution should provide the ability to capture the source  date and time of all updates to the problem list.,NFR
The solution should provide the ability to deactivate a problem.,NFR
The solution should provide the ability to re-activate a previously deactivated problem.,NFR
The solution should provide the ability to display inactive possibly and possibly resolved problems.,NFR
The solution should provide the ability to manually order or sort the problem list.,NFR
The solution should provide the ability to associate encounters  orders  medications  notes with one or more problems.,NFR
Manage Immunization List,NFR
The solution should capture  display and report all immunizations associated with a patient.,NFR
The solution should record as discrete data elements data associated with any immunization given including date  type  lot number and manufacturer.,NFR
The solution should prepare a report of a patient Ã¢ÂÂs immunization history upon request for appropriate authorities such as Public Health organization.,FR
Manage Assessments,NFR
The solution should provide the ability to create assessments.,NFR
The solution should provide the ability to use standardized assessments where they exist.,NFR
The solution should provide the ability to document using standard assessments germane to the age  gender  developmental state  and health condition as appropriate to the EMR userÃ¢ÂÂs scope of practice.,NFR
The solution should provide the ability to capture data relevant to standard assessment.,NFR
The solution should provide the ability to capture additional data to augment the standard assessments relative to variances in medical conditions.,NFR
The solution should provide the ability to link data from a standard assessment to a problem list.,NFR
The solution should provide the ability to link data from a standard assessment to an individual care plan.,NFR
The solution should provide the ability to link data from external sources  laboratory results  and radiographic results to the standard assessment.,NFR
The solution should provide the ability to compare documented data against standardized curves and display trends.,FR
Care Plans  Treatment Plans  Guidelines  and Protocols,NFR
Present Guidelines and Protocols for Planning Care,NFR
The solution should provide the ability to present current guidelines and protocols to clinicians who are creating plans for treatment and care.,NFR
The solution should provide the ability to search for a guideline or protocol based on appropriate criteria (such as problem).,NFR
The solution should provide the ability to present previously used guidelines and protocols for historical or legal purposes.,NFR
The solution should conform to function DC.1.8.6 (Manage Documentation of Clinician Response to Decision Support Prompts).,NFR
The solution should conform to function DC.2.2.1.2 (Support for Context-Sensitive Care Plans  Guidelines  Protocols).,NFR
The solution should should conform to function IN.2.2 (Auditable Records).,NFR
Manage Patient-Specific Care & Treatment Plans,NFR
The solution should provide the ability to capture patient specific plans of care and treatment.,NFR
The solution should conform to DC.1.6.1 (Present Guidelines and Protocols for Planning Care) and provide the ability to use locally or non-locally developed templates  guidelines  and protocols for the creation of patient-specific plans of care and treatment.,NFR
The solution should provide the ability to use previously developed care plans as a basis for the creation of new plans of care and treatment.,NFR
The solution should provide the ability to track updates to a patientÃ¢ÂÂs plan of care and treatment including authors  creation date  version history  references  local sources and non-local sources in accordance with scope of practice  organizational policy and jurisdictional law.,FR
The solution should provide the ability to coordinate order sets with care plans.,NFR
The solution should provide the ability to derive order sets from care plans.,NFR
The solution should provide the ability to derive care plans from order sets.,NFR
The solution should provide the ability to transfer plans of care and treatment to other care providers.,NFR
The solution should conform to function DC.3.1.1 (Clinical Task Assignment and Routing) and incorporate care plan items in the tasks assigned and routed.,NFR
The solution should conform to function DC.3.1.2 (Clinical Task Linking) and incorporate care plan items in the tasks linked.,NFR
The solution should conform to function DC.3.1.3 (Clinical Task Tracking) and incorporate care plan items in the tasks tracked.,NFR
Orders & Referrals,NFR
Manage Medication Orders,NFR
The solution should provide the ability to create prescription or other medication orders with the details adequate for correct filling and administration captured as discrete data.,NFR
The solution should capture user and date stamp for all prescription related events.,NFR
The solution should conform to function DC.1.4.2 (Manage Medication List) and update the appropriate medication list with the prescribed medications (in case of multiple medication lists).,NFR
The solution should provide a list of medications to search  including both generic and brand name.,NFR
The solution should provide the ability to maintain a discrete list of orderable medications.,NFR
The solution should conform to function DC.1.7.2.1 (Manage Non-Medication Patient Care Orders) and provide the ability to order supplies associated with medication orders in accordance with scope of practice  organizational policy or jurisdictional law.,NFR
The solution should make common content available for prescription details to be selected by the ordering clinician.,NFR
The solution should provide the ability for the ordering clinician to create prescription details as needed.,NFR
The solution should make available common patient medication instruction content to be selected by the ordering clinician.,NFR
The solution should provide the ability to include prescriptions in order sets.,NFR
The solution should provide a list of frequently-ordered medications by diagnosis by provider which could include the full details of the medication  including SIG  quantity  refills  DAW  etc.,NFR
The solution should provide the ability to select drugs by therapeutic class possibly and possibly indication.,NFR
The solution should conform to function S.3.3.2 (Eligibility Verification and Determination of Coverage) and display the results of electronic prescription eligibility and health plan or payer formulary checking.,NFR
The solution should provide the ability to re-prescribe medication by allowing a prior prescription to be reordered without re-entering previous data (e.g. administration schedule  quantity).,NFR
The solution should provide the ability to re-prescribe a medication from a prior prescription using the same dosage but allow for editing of details adequate for correct filling and administration of medication (e.g. dose  frequency  body weight).,NFR
The solution should conform to function DC.2.3.1.1 (Support for Drug Interaction Checking) and check and report allergies  drug-drug interactions  and other potential adverse reactions  when new medications are ordered.,NFR
The solution should conform to function DC.2.3.1.2 (Support for Patient Specific Dosing and Warnings) and check and report other potential adverse reactions  when new medications are ordered.,NFR
The solution should provide the ability to create prescriptions in which the weight-specific dose is suggested.,NFR
The solution should conform to function DC.2.3.1.3 (Support for Medication Recommendations).,NFR
Non-Medication Orders & Referrals Management,NFR
Manage Non-Medication Patient Care Orders,NFR
The solution should provide the ability to capture nonmedication patient care orders for an action or item.,NFR
The solution should provide the ability to capture adequate order detail for correct order fulfillment.,NFR
The solution should track the status of the ordered action or item.,NFR
The solution should provide the ability to capture patient instructions necessary for correct order fulfillment.,NFR
The solution should provide the ability to present patient instructions necessary for correct order fulfillment.,NFR
The solution should provide the ability to communicate the order to the correct recipient(s) for order fulfillment.,NFR
The solution should conform to DC.2.4.2 (Support for Non- Medication Ordering).,NFR
Manage Orders for Diagnostic Tests,NFR
The solution should provide the ability to capture orders for diagnostic tests.,NFR
The solution should provide the ability to capture adequate order detail for correct diagnostic test fulfillment.,NFR
The solution should provide the ability to track the status of diagnostic test(s).,NFR
The solution should provide the ability to capture and present patient instructions relevant to the diagnostic test ordered.,NFR
The solution should communicate orders to the service provider of the diagnostic test.,NFR
The solution should communicate supporting detailed documentation to the correct service provider of the diagnostic test.,NFR
The solution should conform to DC.2.4.2 (Support for Non-Medication Ordering).,NFR
Manage Orders for Blood Products & Other Biologics,NFR
The solution should provide the ability to interface with solutions of blood banks or other sources to manage orders for blood products or other biologics.,NFR
The solution should provide the ability to capture use of such products in the provision of care.,NFR
The solution should to function S.1.1 (Registry Notification).,NFR
Manage Referrals,NFR
The solution should provide the ability to capture and communicate referral(s) to other care provider (s)  whether internal or external to the organization.,NFR
The solution should provide the ability to capture clinical details as necessary for the referral.,NFR
The solution should provide the ability to capture administrative details (such as insurance information  consents and authorizations for disclosure) as necessary for the referral.,NFR
The solution should present captured referral information.,NFR
The solution should provide the ability to capture completion of a referral appointment.,NFR
The solution should provide diagnosis based clinical guidelines for making a referral.,NFR
The solution should provide order sets for referral preparation.,NFR
The solution should provide the ability to document transfer of care according to organizational policy  scope of practice  and jurisdictional law.,NFR
Manage Order Sets,NFR
The solution should provide the ability to present order set(s).,NFR
The solution should provide the ability to order at the patient level from presented order sets.,NFR
The solution should provide the ability to record each component of an order set that is ordered.,NFR
The solution should conform to function DC.2.4.1 (Support for Order Sets).,NFR
The solution should provide the ability for a provider to choose from among the order sets pertinent to a certain disease or other criteria.,NFR
Documentation of Care  Measurements  and Results,NFR
Manage Medication Administration,NFR
The solution should present the list of medications to be administered.,NFR
The solution should display the timing  route of administration  and dose of all medications on the list.,NFR
The solution should display instructions for administration of all medications on the list.,NFR
The solution should notify the clinician when specific doses are due.,NFR
The solution should conform to function DC.2.3.1.1 (Support for Drug Interaction Checking) and check and report allergies  drug-drug interactions  and other potential adverse reactions  when new medications are about to be given.,NFR
The solution should conform to function DC.2.3.1.2 (Support for Patient Specific Dosing and Warnings) and check and report other potential adverse reactions  when new medications are about to be given.,NFR
The solution should provide the ability to capture medication administration details: including timestamps  observations  complications  and reason if medication was not given - in accordance with organizational policy  scope of practice  and jurisdictional law.,NFR
The solution should securely relate interventions to be administered to the unique identity of the patient.,FR
Manage Immunization Administration,NFR
The solution should provide the ability to recommend required immunizations  and when they are due  during an encounter based on widely accepted immunization schedules.,NFR
The solution should provide the ability to recommend required immunizations based on patient risk factors.,NFR
The solution should perform checking for potential adverse or allergic reactions for all immunizations when they are about to be given.,NFR
The solution should provide the ability to capture immunization administration details  including date  type  lot number and manufacturer.,NFR
The solution should provide the ability to capture other clinical data pertinent to the immunization administration (e.g. vital signs).,NFR
The solution should record as discrete data elements data associated with any immunization.,NFR
The solution should provide the ability to associate standard codes with discrete data elements associated with an immunization.,NFR
The solution should provide the ability to update the immunization schedule.,NFR
The solution should provide the ability to prepare a report of a patientÃ¢ÂÂs immunization history upon request for appropriate authorities such as Public Health departmetn.,FR
The solution should conform to function DC.1.4.1 (Manage Allergy  Intolerance and Adverse Reaction Lists).,NFR
The solution should transmit required immunization information to a public health immunization registry.,FR
The solution should receive immunization histories from a public health immunization registry.,NFR
Manage Results,NFR
The solution should provide the ability to present numerical and non-numerical current and historical test results to the appropriate provider.,NFR
The solution should provide the ability to filter results for a unique patient.,NFR
The solution should provide the ability to filter results by factors that supports results management  such as type of test and date range.,NFR
The solution should indicate normal and abnormal results depending on the data source.,NFR
The solution should provide the ability to filter lab results by range  e.g. critical  abnormal or normal.,NFR
The solution should display numerical results in flow sheets  graphical form  and allow comparison of results.,NFR
The solution should the ability to group tests done on the same day.,NFR
The solution should notify relevant providers (ordering  copy to) that new results have been received.,NFR
The solution should provide the ability for the user  to whom a result is presented  to acknowledge the result.,NFR
The solution should provide the ability to route results to other appropriate care providers  such as nursing home  consulting physicians  etc.,NFR
The solution should route results to patients by methods such as phone  fax  electronically or letter.,NFR
The solution should provide the ability for providers to pass on the responsibility to perform follow up actions to other providers.,NFR
The solution should provide the ability for an authorized user to group results into clinically logical sections.,FR
The solution should trigger decision support algorithms from the results.,NFR
The solution should link the results to a specific order.,NFR
The solution should provide the ability for providers to annotate a result.,NFR
The solution should display a link to an image associated with results.,NFR
Manage Patient Clinical Measurements,NFR
The solution should capture patient vital signs such as blood pressure  temperature  heart rate  respiratory rate  and severity of pain as discrete elements of structured or unstructured data.,NFR
The solution should capture psychiatric symptoms and daily functioning as structured or unstructured data,NFR
The solution should capture other clinical measures such as peak expiratory flow rate  size of lesions  oxygen saturation  height  weight  and body mass index as discrete elements of structured or unstructured data.,NFR
The solution should compute and display percentile values when data with normative distributions are entered.,NFR
The solution should provide normal ranges for data based on age and other parameters such as height  weight  ethnic background  gestational age.,NFR
Manage Clinical Documentation & Notes,NFR
"The solution should provide the ability to capture clinical documentation (henceforth ""documentation"") including original  update by amendment in order to correct  and addenda.",NFR
The solution should provide the ability to capture free text documentation.,NFR
The solution should present documentation templates (structured or free text) to facilitate creating documentation.,NFR
The solution should provide the ability to view other documentation within the patient's logical record while creating documentation.,NFR
The solution should provide the ability to associate documentation for a specific patient with a given event  such as an office visit  phone communication  e-mail consult  lab result  etc.,NFR
The solution should provide the ability to associate documentation with problems possibly and possibly diagnoses.,NFR
The solution should provide the ability to update documentation prior to finalizing it.,NFR
The solution should provide the ability to finalize a document or note.,NFR
The solution should provide the ability to attribute record and display the identity of all users contributing to or finalizing a document or note  including the date and time of entry (see appropriate criteria in IN.2.2 (Auditable Records)).,FR
The solution should present captured documentation.,NFR
The solution should provide the ability to filter  search or sort notes.,NFR
The solution should provide documentation templates for data exchange.,NFR
Manage Documentation of Clinician Response to Decision Support Prompts,NFR
The solution should provide the ability to capture clinical decision support prompts and user decisions to accept or override those prompts.,NFR
The solution should provide the ability to record the reason for variation from the decision support prompt.,NFR
The solution should provide the ability to display recorded variances upon request by authorized users of the EMR.,FR
Generate & Record Patient-specific instructions,NFR
The solution should provide the ability to generate instructions pertinent to the patient for standardized procedures.,NFR
The solution should provide the ability to generate instructions pertinent to the patient based on clinical judgment.,NFR
The solution should provide the ability to include details on further care such as follow up  return visits and appropriate timing of further care.,NFR
The solution should provide the ability to record that instructions were given to the patient.,NFR
The solution should provide the ability to record the actual instructions given to the patient or reference the document(s) containing those instructions.,NFR
The Generate & Record Patient-Specific Instructions should conform to function IN.2.2 (Auditable Records) requirements.,NFR
The Clinical Decision Support capabilities should conform to function IN.1.1 (Entity Authentication) requirements.,NFR
The Clinical Decision Support capabilities should conform to function IN.1.1 (Entity Authorization) requirements.,NFR
The Clinical Decision Support capabilities should conform to function IN.2.2 (Auditable Records)  requirements.,NFR
The Clinical Decision Support capabilities should conform to function IN.1.1 (Entity Access Control) requirements.,NFR
The Clinical Decision Support capability should conform to function IN.1.5 (Non-repudiation)  to guarantee that the sources and receivers of data cannot deny that they entered or sent or received the data  if the solution is used to enter  modify or exchange data.,FR
The  Clinical Decision Support capability should conform to function IN.1.7 (Secure Data Routing)  to ensure that the exchange occurs only among authorized senders and receivers.,FR
The  Clinical Decision Support capability should conform to function IN.1.8 (Information Attestation)  to show authorship and responsibility for the data.,FR
The  Clinical Decision Support capability should conform to function IN.2.1 (Data Retention  Availability and Destruction).,NFR
The  Clinical Decision Support capability should conform to function IN.2.3 (Synchronization).,NFR
The  Clinical Decision Support capability should conform to function IN.2.4 (Extraction of Health Record Information)  to support data extraction across the complete health record of an individual.,NFR
The  Clinical Decision Support capability should conform to function IN.2.5.1 (Manage Unstructured Health Record Information)  to ensure data integrity through all changes.,FR
The  Clinical Decision Support capability should conform to function IN.2.5.2 (Manage Structured Health Record Information)  to ensure data integrity through all changes.,FR
The  Clinical Decision Support capability should conform to function IN.4.1 (Standard Terminologies and Terminology Models)  to support semantic interoperability.,NFR
The  Clinical Decision Support capability should conform to function IN.4.2 (Maintenance and Versioning of Standard Terminologies)  to preserve the semantics of coded data over time.,NFR
The  Clinical Decision Support capability should conform to function IN.4.3 (Terminology Mapping) requirements.,NFR
The  Clinical Decision Support capability should conform to function IN.5.1 (Interchange Standards)  to support interoperability.,NFR
The  Clinical Decision Support capability should conform to function IN.5.2 (Interchange Standards Versioning and Maintenance)  to accommodate the inevitable evolution of interchange standards.,NFR
The  Clinical Decision Support capability should conform to conform to function IN.5.3 (Standards-based Application Integration) requirements.,NFR
The  Clinical Decision Support capability should conform to function IN.5.4 (Interchange Agreements)  to define how the sender and receiver will exchange data  if the solution exchanges data with other solutions outside itself.,NFR
The Clinical Decision Support capability should conform to function IN.1.9 (Patient Privacy and Confidentiality) requirements.,NFR
The Clinical Decision Support capability should conform to function IN.2.2 (Auditable Records) requirements.,NFR
Manage Health Information to Provide Decision Support,NFR
The Manage Health Information to Provide Decision Support capabilities should conform to function IN 1.4 (Patient Access Management) requirements.,NFR
The Manage Health Information to Provide Decision Support capabilities should conform to function IN.1.9 (Patient Privacy and Confidentiality) requirements.,NFR
The Manage Health Information to Provide Decision Support capabilities should conform to function IN.2.2 (Auditable Records)  requirements.,NFR
The Manage Health Information to Provide Decision Support capabilities should conform to function IN.3 (Registry and Directory Services) requirements.,NFR
Support for Standard Assessments,NFR
The solution should provide the ability to access the standard assessment in the patient record.,NFR
The solution should provide the ability to access to health standards and practices appropriate to the EMR userÃ¢ÂÂs scope of practice.,NFR
The solution should provide the ability to compare elements of assessments captured by the clinician and those available as best practices possibly and possibly evidence based resources.,NFR
The solution should provide the ability to derive supplemental assessment data from evidence based standard assessments  practice standards  or other generally accepted  verifiable  and regularly updated standard clinical sources.,NFR
The solution should provide prompts based on practice standards to recommend additional assessment functions.,NFR
The Support for Standard Assessments capability should conform to function DC.1.4.3 (Manage Problem List) requirements and provide the ability to update the problem list by activating new problems and deactivating old problems as identified by conduct of standard assessments.,NFR
The solution should provide the ability to create standard assessments that correspond to the problem list.,NFR
The Support for Standard Assessments capability should conform to function DC 2.1.2 (Support for Patient Context-driven Assessments) requirements.,NFR
Support for Patient-Driven Assessments,NFR
The solution should provide the ability to access health assessment data in the patient record.,NFR
The solution should provide the ability to compare assessment data entered during the encounter and the accessed health evidence based standards and best practices.,NFR
The solution should provide the ability to compare health data and patient context-driven assessments to practice standards in order to prompt additional testing  possible diagnoses  or adjunctive treatment.,NFR
The solution should provide the ability to correlate assessment data and the data in the patient specific problem list.,NFR
The Support for Patient-Driven Assessments should conform to function DC 2.1.1 (Support for Standard Assessments) requirements.,NFR
The Support for Patient-Driven Assessments should conform to function DC.1.5 (Manage Assessments) requirements.,NFR
The Support for Patient-Driven Assessments should conform to function DC.1.4.3 (Manage Problem List) requirements.,NFR
Support for Identification of Potential Problems & Trends,NFR
The Support for Identification of Potential Problems & Trends capability should conform to conform to function DC.1.5 (Manage Assessments) requirements and provide the ability to access standard assessment data in the patient record.,NFR
The solution should provide the ability to access health standards and practices appropriate to the EMR userÃ¢ÂÂs scope of practice at the time of the encounter.,NFR
The solution should provide the ability to compare patient context-driven assessments and additional health information to best practices in order to identify patient specific growth or development patterns  health trends and potential health problems.,NFR
The solution should provide the ability to configure rules defining abnormal trends.,NFR
The solution should prompt the provider with abnormal trends.,NFR
The solution should prompt the provider for additional assessments  testing or adjunctive treatment.,NFR
The Support for Identification of Potential Problems & Trends capability should conform to function DC.1.8.6 (Manage Documentation of Clinician Response to Decision Support Prompts).,NFR
requirements.,NFR
The solution should provide the ability to integrate health information contained in the record with appropriate teaching materials.,NFR
The Support for Identification of Potential Problems & Trends capability should conform to function DC 2.2.1.2 (Support for Context-sensitive Care Plans  Guidelines  Protocols) requirements.,NFR
Support for Patient and Family Preferences,NFR
The Support for Patient and Family Preferences capability should conform to function DC.1.3.1 (Manage Patient and Family Preferences).,NFR
